"dispnum3","dispnum4","stabb","ccode","stday","stmon","styear","endday","endmon","endyear","sidea","revstate","revtype1","revtype2","fatality","fatalpre","hiact","hostlev","orig","version"
145,-9,"JPN",740,24,1,1927,28,3,1927,1,0,0,-9,0,0,7,3,0,"4.01"
146,-9,"FRN",220,16,8,1827,26,4,1828,1,1,2,-9,1,-9,13,4,1,"4.01"
146,-9,"USR",365,16,8,1827,26,4,1828,1,1,2,-9,1,-9,13,4,1,"4.01"
146,-9,"UKG",200,16,8,1827,26,4,1828,1,1,2,-9,1,-9,13,4,1,"4.01"
146,-9,"TUR",640,16,8,1827,26,4,1828,0,0,0,-9,6,-9,16,4,1,"4.01"
147,-9,"AUH",300,-9,1,1821,24,3,1821,1,1,3,-9,1,-9,17,4,1,"4.01"
147,-9,"SIC",329,-9,1,1821,24,3,1821,0,0,0,-9,2,-9,17,4,1,"4.01"
148,-9,"CHN",710,21,4,1959,25,3,1960,1,1,2,-9,0,0,16,4,1,"4.01"
148,-9,"NEP",790,21,4,1959,25,3,1960,0,0,0,-9,1,1,12,3,1,"4.01"
149,-9,"GMY",255,18,11,1856,26,5,1857,1,1,1,-9,0,0,10,3,1,"4.01"
149,-9,"SWZ",225,18,11,1856,26,5,1857,0,0,0,-9,0,0,10,3,1,"4.01"
151,-9,"NIC",93,2,5,1926,23,9,1926,0,0,0,-9,0,0,0,1,1,"4.01"
151,-9,"USA",2,2,5,1926,23,9,1926,1,1,3,-9,0,0,14,4,1,"4.01"
152,-9,"UKG",200,-9,12,1896,14,6,1898,0,1,1,-9,0,0,17,4,1,"4.01"
152,-9,"FRN",220,-9,12,1896,14,6,1898,1,1,1,-9,0,0,17,4,1,"4.01"
153,-9,"USR",365,22,6,1833,18,9,1833,0,0,0,-9,0,0,0,1,1,"4.01"
153,-9,"TUR",640,22,6,1833,18,9,1833,0,0,0,-9,0,0,0,1,1,"4.01"
153,-9,"FRN",220,22,6,1833,18,9,1833,1,1,2,-9,0,0,7,3,1,"4.01"
153,-9,"UKG",200,22,6,1833,18,9,1833,1,1,2,-9,0,0,7,3,1,"4.01"
154,-9,"GMY",255,26,9,1850,29,11,1850,1,1,2,-9,-9,-9,14,4,1,"4.01"
154,-9,"AUH",300,26,9,1850,29,11,1850,0,0,0,-9,-9,-9,17,4,1,"4.01"
154,-9,"WRT",271,11,10,1850,29,11,1850,0,0,0,-9,-9,-9,16,4,0,"4.01"
154,-9,"BAV",245,11,10,1850,29,11,1850,0,0,0,-9,-9,-9,16,4,0,"4.01"
154,-9,"HSE",273,26,9,1850,29,11,1850,0,0,0,-9,0,0,0,1,1,"4.01"
154,-9,"FRN",220,8,11,1850,29,11,1850,0,0,0,-9,0,0,7,3,0,"4.01"
154,-9,"USR",365,28,10,1850,29,11,1850,0,0,0,-9,0,0,8,3,0,"4.01"
156,-9,"UKG",200,-9,2,1906,12,5,1906,0,0,0,-9,0,0,7,3,1,"4.01"
156,-9,"TUR",640,-9,2,1906,12,5,1906,1,1,1,-9,0,0,14,4,1,"4.01"
157,-9,"CHN",710,7,7,1937,7,12,1941,0,0,0,-9,6,-9,21,5,1,"4.01"
157,-9,"JPN",740,7,7,1937,7,12,1941,1,1,1,-9,6,-9,21,5,1,"4.01"
158,-9,"PAN",95,21,2,1921,23,8,1921,1,1,1,-9,-9,-9,17,4,1,"4.01"
158,-9,"COS",94,21,2,1921,23,8,1921,0,1,1,-9,-9,-9,17,4,1,"4.01"
158,-9,"USA",2,28,2,1921,23,8,1921,0,0,0,-9,0,0,7,3,0,"4.01"
159,-9,"COL",100,9,6,1903,18,11,1903,0,0,0,-9,0,0,1,2,1,"4.01"
159,-9,"USA",2,9,6,1903,18,11,1903,1,1,4,-9,0,0,13,4,1,"4.01"
160,-9,"FRN",220,21,3,1838,9,3,1839,1,1,2,-9,1,-9,13,4,1,"4.01"
160,-9,"MEX",70,21,3,1838,9,3,1839,0,0,0,-9,2,-9,16,4,1,"4.01"
164,-9,"MOR",600,31,5,1904,28,6,1904,0,0,0,-9,0,0,0,1,1,"4.01"
164,-9,"FRN",220,1,6,1904,28,6,1904,1,0,0,-9,0,0,7,3,0,"4.01"
164,-9,"UKG",200,12,6,1904,28,6,1904,1,0,0,-9,0,0,7,3,0,"4.01"
164,-9,"USA",2,31,5,1904,28,6,1904,1,1,2,-9,0,0,7,3,1,"4.01"
165,-9,"IRN",630,2,11,1911,29,9,1912,0,0,0,-9,-9,-9,17,4,1,"4.01"
165,-9,"USR",365,2,11,1911,29,9,1912,1,1,2,-9,-9,-9,17,4,1,"4.01"
166,-9,"IRN",630,16,4,1908,17,6,1908,0,0,0,-9,0,0,0,1,1,"4.01"
166,-9,"USR",365,16,4,1908,17,6,1908,1,1,2,-9,0,0,16,4,1,"4.01"
167,-9,"AUH",300,10,3,1821,8,4,1821,1,1,3,-9,-9,-9,17,4,1,"4.01"
167,-9,"ITA",325,10,3,1821,8,4,1821,0,0,0,-9,-9,-9,17,4,1,"4.01"
169,-9,"USR",365,1,9,1939,6,9,1939,1,1,1,-9,5,737,20,5,1,"4.01"
169,-9,"POL",290,1,9,1939,6,9,1939,0,0,0,-9,6,-9,20,5,1,"4.01"
172,-9,"TAW",713,6,1,1962,16,12,1962,0,1,3,-9,-9,-9,16,4,1,"4.01"
172,-9,"CHN",710,6,1,1962,16,12,1962,1,1,3,-9,-9,-9,16,4,1,"4.01"
172,-9,"USA",2,25,2,1962,16,12,1962,0,0,0,-9,0,0,12,3,0,"4.01"
173,-9,"USR",365,8,9,1958,8,9,1958,1,0,0,-9,-9,-9,1,2,0,"4.01"
173,-9,"USA",2,17,7,1958,19,12,1958,0,0,0,-9,-9,-9,7,3,1,"4.01"
173,-9,"TAW",713,17,7,1958,19,12,1958,0,1,1,-9,1,-9,17,4,1,"4.01"
173,-9,"CHN",710,17,7,1958,19,12,1958,1,1,1,-9,3,-9,17,4,1,"4.01"
174,-9,"FRN",220,7,3,1936,7,3,1936,0,0,0,-9,0,0,0,1,1,"4.01"
174,-9,"GMY",255,7,3,1936,7,3,1936,1,1,2,-9,0,0,7,3,1,"4.01"
174,-9,"BEL",211,7,3,1936,7,3,1936,0,0,0,-9,0,0,0,1,1,"4.01"
175,-9,"AUH",300,18,2,1849,1,7,1849,1,1,2,-9,2,-9,20,5,1,"4.01"
175,-9,"FRN",220,24,4,1849,1,7,1849,1,1,2,-9,2,-9,20,5,0,"4.01"
175,-9,"SIC",329,28,4,1849,1,7,1849,1,1,2,-9,2,-9,20,5,0,"4.01"
175,-9,"PAP",327,18,2,1849,1,7,1849,0,0,0,-9,6,-9,20,5,1,"4.01"
177,-9,"GMY",255,10,1,1923,10,7,1923,0,0,0,-9,0,0,0,1,1,"4.01"
177,-9,"FRN",220,10,1,1923,10,7,1923,1,1,2,-9,0,0,14,4,1,"4.01"
177,-9,"BEL",211,10,1,1923,10,7,1923,1,0,0,-9,0,0,14,4,1,"4.01"
178,-9,"JPN",740,-9,4,1932,23,3,1935,0,0,0,-9,1,-9,17,4,1,"4.01"
178,-9,"USR",365,-9,4,1932,23,3,1935,1,1,2,-9,1,-9,17,4,1,"4.01"
179,-9,"USR",365,8,10,1939,12,3,1940,1,1,1,-9,6,-9,20,5,1,"4.01"
179,-9,"FIN",375,8,10,1939,12,3,1940,0,0,0,-9,6,-9,20,5,1,"4.01"
180,-9,"KOR",730,1,10,1903,-9,1,1905,0,0,0,-9,-9,-9,7,3,0,"4.01"
180,-9,"JPN",740,29,6,1903,5,9,1905,0,0,0,-9,6,-9,20,5,1,"4.01"
180,-9,"USR",365,29,6,1903,5,9,1905,1,1,1,-9,6,-9,20,5,1,"4.01"
182,-9,"USR",365,-9,12,1935,31,3,1936,1,0,0,-9,-9,-9,17,4,0,"4.01"
182,-9,"MON",712,8,1,1935,31,3,1936,1,0,0,-9,-9,-9,17,4,1,"4.01"
182,-9,"JPN",740,8,1,1935,31,3,1936,0,1,1,-9,-9,-9,17,4,1,"4.01"
183,-9,"USR",365,26,5,1939,16,9,1939,1,1,1,-9,6,-9,20,5,0,"4.01"
183,-9,"JPN",740,12,5,1939,16,9,1939,0,1,1,-9,6,-9,20,5,1,"4.01"
183,-9,"MON",712,12,5,1939,16,9,1939,1,1,1,-9,6,-9,20,5,1,"4.01"
184,-9,"USR",365,9,7,1938,11,8,1938,1,1,1,-9,6,-9,20,5,1,"4.01"
184,-9,"JPN",740,9,7,1938,11,8,1938,0,1,1,-9,6,-9,20,5,1,"4.01"
185,-9,"USR",365,17,10,1956,21,10,1956,1,1,2,-9,0,0,14,4,1,"4.01"
185,-9,"POL",290,17,10,1956,21,10,1956,0,0,0,-9,0,0,16,4,1,"4.01"
186,-9,"USR",365,12,7,1920,3,8,1920,0,0,0,-9,0,0,0,1,1,"4.01"
186,-9,"UKG",200,12,7,1920,3,8,1920,1,1,2,-9,0,0,1,2,1,"4.01"
187,-9,"USR",365,31,10,1876,3,3,1878,1,1,2,-9,6,-9,20,5,1,"4.01"
187,-9,"TUR",640,31,10,1876,3,3,1878,0,0,0,-9,6,-9,20,5,1,"4.01"
189,-9,"USR",365,20,12,1827,14,9,1829,1,1,2,-9,6,-9,20,5,1,"4.01"
189,-9,"TUR",640,20,12,1827,14,9,1829,0,0,0,-9,6,-9,20,5,1,"4.01"
191,-9,"UKG",200,18,12,1888,14,6,1889,0,0,0,-9,0,0,7,3,1,"4.01"
191,-9,"USA",2,18,12,1888,14,6,1889,0,0,0,-9,0,0,17,4,1,"4.01"
191,-9,"GMY",255,18,12,1888,14,6,1889,1,1,2,-9,0,0,17,4,1,"4.01"
194,-9,"HAN",240,23,12,1863,20,7,1864,1,0,0,-9,-9,-9,14,4,0,"4.01"
194,-9,"UKG",200,23,7,1863,30,4,1864,0,0,0,-9,0,0,1,2,0,"4.01"
194,-9,"BAD",267,1,12,1863,1,12,1863,1,0,0,-9,0,0,1,2,0,"4.01"
194,-9,"WRT",271,24,11,1863,20,7,1864,1,0,0,-9,0,0,7,3,0,"4.01"
194,-9,"HSG",275,24,11,1863,20,7,1864,1,0,0,-9,0,0,7,3,0,"4.01"
194,-9,"SAX",269,24,11,1863,20,7,1864,1,0,0,-9,0,0,14,4,0,"4.01"
194,-9,"AUH",300,1,10,1863,20,7,1864,1,0,0,-9,4,-9,20,5,0,"4.01"
194,-9,"GMY",255,17,4,1863,20,7,1864,1,1,1,-9,6,-9,20,5,1,"4.01"
194,-9,"DEN",390,17,4,1863,20,7,1864,0,0,0,-9,6,-9,20,5,1,"4.01"
196,-9,"UKG",200,1,7,1893,3,8,1893,0,0,0,-9,0,0,7,3,0,"4.01"
196,-9,"FRN",220,4,2,1893,3,10,1893,1,1,1,-9,3,-9,20,5,1,"4.01"
196,-9,"THI",800,4,2,1893,3,10,1893,0,0,0,-9,5,-9,20,5,1,"4.01"
197,-9,"UKG",200,23,11,1917,27,2,1920,1,1,3,-9,4,350,17,4,1,"4.01"
197,-9,"JPN",740,14,1,1918,1,4,1920,1,1,3,-9,6,1500,17,4,0,"4.01"
197,-9,"FRN",220,23,11,1917,6,4,1919,1,1,3,-9,2,50,17,4,1,"4.01"
197,-9,"ITA",325,23,11,1917,31,12,1919,1,1,3,-9,-9,-9,17,4,1,"4.01"
197,-9,"USR",365,23,11,1917,1,4,1920,0,0,0,-9,6,-9,17,4,1,"4.01"
197,-9,"USA",2,18,1,1918,1,4,1920,1,1,3,-9,4,275,17,4,0,"4.01"
198,-9,"SIC",329,1,9,1848,11,9,1848,0,0,0,-9,0,0,0,1,1,"4.01"
198,-9,"FRN",220,1,9,1848,11,9,1848,1,1,2,-9,0,0,7,3,1,"4.01"
198,-9,"UKG",200,1,9,1848,11,9,1848,1,1,2,-9,0,0,7,3,1,"4.01"
199,-9,"CHN",710,2,11,1961,25,12,1963,0,1,1,-9,5,-9,20,5,1,"4.01"
199,-9,"IND",750,2,11,1961,25,12,1963,1,1,1,-9,6,-9,20,5,1,"4.01"
200,-9,"FRN",220,2,8,1956,6,11,1956,0,0,0,-9,-9,-9,20,5,0,"4.01"
200,-9,"UKG",200,31,7,1956,6,11,1956,0,0,0,-9,-9,-9,20,5,0,"4.01"
200,-9,"USR",365,5,11,1956,6,11,1956,1,0,0,-9,0,0,1,2,0,"4.01"
200,-9,"USA",2,6,11,1956,6,11,1956,0,0,0,-9,0,0,8,3,0,"4.01"
200,-9,"EGY",651,1,9,1955,6,11,1956,1,1,2,-9,6,-9,20,5,1,"4.01"
200,-9,"ISR",666,1,9,1955,6,11,1956,0,0,0,-9,6,-9,20,5,1,"4.01"
202,-9,"CHN",710,14,4,1883,9,6,1885,1,0,0,-9,6,-9,20,5,1,"4.01"
202,-9,"FRN",220,14,4,1883,9,6,1885,0,1,2,-9,6,-9,20,5,1,"4.01"
203,-9,"IND",750,23,6,1959,31,10,1961,1,1,1,-9,-9,-9,17,4,1,"4.01"
203,-9,"CHN",710,23,6,1959,31,10,1961,0,1,1,-9,-9,-9,17,4,1,"4.01"
207,-9,"USA",2,-9,1,1858,8,6,1858,0,1,2,-9,0,0,7,3,1,"4.01"
207,-9,"UKG",200,-9,1,1858,8,6,1858,1,0,0,-9,0,0,16,4,1,"4.01"
208,-9,"USA",2,10,3,1953,31,3,1953,1,0,0,-9,0,0,7,3,1,"4.01"
208,-9,"USR",365,12,3,1953,31,3,1953,0,0,0,-9,0,0,16,4,0,"4.01"
208,-9,"CZE",315,10,3,1953,31,3,1953,0,0,0,-9,0,0,16,4,1,"4.01"
208,-9,"UKG",200,12,3,1953,31,3,1953,1,0,0,-9,1,-9,7,3,0,"4.01"
210,-9,"SPN",230,28,7,1936,29,3,1939,0,0,0,-9,-9,-9,16,4,1,"4.01"
210,-9,"GMY",255,28,7,1936,29,3,1939,1,1,3,-9,4,-9,16,4,1,"4.01"
210,-9,"POR",235,1,8,1936,29,3,1939,1,0,0,-9,6,-9,16,4,0,"4.01"
210,-9,"ITA",325,28,7,1936,29,3,1939,1,1,3,-9,6,-9,16,4,1,"4.01"
211,-9,"BEL",211,9,4,1920,9,4,1920,0,0,0,-9,0,0,3,2,0,"4.01"
211,-9,"GMY",255,2,4,1920,16,7,1920,1,0,0,-9,0,0,7,3,1,"4.01"
211,-9,"FRN",220,2,4,1920,16,7,1920,0,1,2,-9,0,0,14,4,1,"4.01"
212,-9,"FRN",220,-9,2,1888,-9,2,1888,1,1,2,-9,0,0,7,3,1,"4.01"
212,-9,"ITA",325,-9,2,1888,-9,2,1888,0,0,0,-9,0,0,0,1,1,"4.01"
212,-9,"UKG",200,-9,2,1888,-9,2,1888,0,0,0,-9,0,0,7,3,1,"4.01"
220,-9,"FRN",220,21,6,1870,5,10,1870,1,1,2,-9,0,0,7,3,1,"4.01"
220,-9,"ITA",325,21,6,1870,5,10,1870,1,0,0,-9,0,0,7,3,0,"4.01"
220,-9,"USA",2,21,6,1870,5,10,1870,1,0,0,-9,0,0,7,3,0,"4.01"
220,-9,"CHN",710,21,6,1870,5,10,1870,0,0,0,-9,0,0,10,3,1,"4.01"
224,-9,"JPN",740,4,11,1865,24,11,1865,0,0,0,-9,0,0,0,1,1,"4.01"
224,-9,"FRN",220,4,11,1865,24,11,1865,1,1,2,-9,0,0,7,3,1,"4.01"
224,-9,"UKG",200,4,11,1865,24,11,1865,1,1,2,-9,0,0,7,3,1,"4.01"
224,-9,"NTH",210,4,11,1865,24,11,1865,1,1,2,-9,0,0,7,3,1,"4.01"
225,-9,"UKG",200,7,11,1861,27,12,1861,0,0,0,-9,0,0,7,3,1,"4.01"
225,-9,"USA",2,7,11,1861,27,12,1861,1,1,2,-9,0,0,15,4,1,"4.01"
227,-9,"UKG",200,27,8,1861,19,9,1861,0,0,0,-9,0,0,7,3,0,"4.01"
227,-9,"USR",365,13,3,1861,19,9,1861,1,1,1,-9,0,0,17,4,1,"4.01"
227,-9,"JPN",740,13,3,1861,19,9,1861,0,0,0,-9,2,-9,17,4,1,"4.01"
228,-9,"FRN",220,-9,3,1881,12,5,1881,1,1,0,-9,0,0,14,4,1,"4.01"
228,-9,"TUR",640,-9,3,1881,12,5,1881,0,0,2,-9,0,0,0,1,1,"4.01"
230,-9,"ITA",325,29,4,1919,13,3,1921,1,1,1,-9,-9,-9,14,4,1,"4.01"
230,-9,"TUR",640,29,4,1919,13,3,1921,0,0,0,-9,-9,-9,16,4,1,"4.01"
231,-9,"TUS",337,26,4,1849,25,5,1849,0,0,0,-9,0,0,0,1,1,"4.01"
231,-9,"AUH",300,26,4,1849,25,5,1849,1,1,2,-9,0,0,16,4,1,"4.01"
235,-9,"UKG",200,4,7,1940,7,7,1940,1,1,2,-9,-9,-9,17,4,1,"4.01"
235,-9,"FRN",220,4,7,1940,7,7,1940,0,0,0,-9,-9,-9,21,5,1,"4.01"
236,-9,"TUR",640,1,11,1849,13,11,1849,1,0,0,-9,0,0,0,1,0,"4.01"
236,-9,"USR",365,6,10,1849,13,11,1849,0,1,2,-9,0,0,1,2,1,"4.01"
236,-9,"FRN",220,6,10,1849,13,11,1849,1,0,0,-9,0,0,7,3,1,"4.01"
236,-9,"UKG",200,6,10,1849,13,11,1849,1,0,0,-9,0,0,7,3,1,"4.01"
237,-9,"GMY",255,28,12,1899,15,1,1900,0,0,0,-9,0,0,0,1,1,"4.01"
237,-9,"UKG",200,28,12,1899,15,1,1900,1,1,2,-9,0,0,15,4,1,"4.01"
238,-9,"GUA",90,14,5,1913,14,5,1913,0,0,0,-9,0,0,0,1,1,"4.01"
238,-9,"UKG",200,14,5,1913,14,5,1913,1,1,2,-9,0,0,7,3,1,"4.01"
241,-9,"UKG",200,31,3,1923,13,6,1923,0,0,0,-9,0,0,7,3,1,"4.01"
241,-9,"USR",365,31,3,1923,13,6,1923,1,1,2,-9,0,0,15,4,1,"4.01"
242,-9,"UKG",200,9,10,1904,25,11,1904,0,1,2,-9,0,0,8,3,1,"4.01"
242,-9,"USR",365,9,10,1904,25,11,1904,1,0,0,-9,0,0,16,4,1,"4.01"
246,-9,"USR",365,9,7,1960,26,4,1961,1,0,0,-9,0,0,1,2,0,"4.01"
246,-9,"USA",2,22,4,1960,26,4,1961,0,1,3,-9,0,0,7,3,1,"4.01"
246,-9,"CUB",40,22,4,1960,26,4,1961,1,0,0,-9,0,0,16,4,1,"4.01"
247,-9,"DOM",42,2,1,1905,7,2,1905,0,0,0,-9,0,0,0,1,1,"4.01"
247,-9,"USA",2,2,1,1905,7,2,1905,1,1,2,-9,0,0,7,3,1,"4.01"
248,-9,"JPN",740,30,1,1932,30,1,1932,0,0,0,-9,0,0,0,1,1,"4.01"
248,-9,"USA",2,30,1,1932,30,1,1932,1,1,2,-9,0,0,7,3,1,"4.01"
248,-9,"UKG",200,30,1,1932,30,1,1932,1,1,2,-9,0,0,7,3,1,"4.01"
249,-9,"NIC",93,-9,5,1910,-9,5,1910,0,0,0,-9,0,0,0,1,1,"4.01"
249,-9,"USA",2,-9,5,1910,-9,5,1910,1,1,3,-9,0,0,7,3,1,"4.01"
252,-9,"USR",365,4,12,1945,4,10,1946,1,1,1,-9,0,0,7,3,1,"4.01"
252,-9,"USA",2,15,4,1946,4,10,1946,0,0,0,-9,0,0,7,3,0,"4.01"
252,-9,"TUR",640,4,12,1945,4,10,1946,0,0,0,-9,0,0,10,3,1,"4.01"
253,-9,"PAK",770,8,5,1960,30,5,1960,1,0,0,-9,0,0,0,1,0,"4.01"
253,-9,"JPN",740,8,5,1960,8,5,1960,1,0,0,-9,0,0,0,1,0,"4.01"
253,-9,"NOR",385,8,5,1960,30,5,1960,1,0,0,-9,0,0,0,1,0,"4.01"
253,-9,"TUR",640,8,5,1960,30,5,1960,1,0,0,-9,0,0,0,1,0,"4.01"
253,-9,"USA",2,1,5,1960,18,7,1960,1,0,0,-9,0,0,12,3,1,"4.01"
253,-9,"USR",365,1,5,1960,18,7,1960,0,1,2,-9,0,0,16,4,1,"4.01"
254,-9,"VEN",101,23,7,1902,13,2,1903,0,0,0,-9,-9,-9,15,4,1,"4.01"
254,-9,"USA",2,8,12,1902,13,2,1903,0,0,0,-9,0,0,7,3,0,"4.01"
254,-9,"ITA",325,16,12,1902,13,2,1903,1,1,2,-9,0,0,13,4,0,"4.01"
254,-9,"GMY",255,7,12,1902,13,2,1903,1,1,2,-9,0,0,16,4,0,"4.01"
254,-9,"UKG",200,23,7,1902,13,2,1903,1,1,2,-9,0,0,16,4,1,"4.01"
256,-9,"USA",2,31,10,1873,18,12,1873,0,0,0,-9,0,0,0,1,1,"4.01"
256,-9,"UKG",200,1,11,1873,18,12,1873,0,0,0,-9,0,0,7,3,0,"4.01"
256,-9,"SPN",230,31,10,1873,18,12,1873,1,1,2,-9,0,0,15,4,1,"4.01"
257,-9,"JPN",740,23,8,1914,11,11,1918,0,0,0,-9,4,-9,20,5,0,"4.01"
257,-9,"USA",2,17,4,1917,11,11,1918,0,0,0,-9,6,-9,20,5,0,"4.01"
257,-9,"UKG",200,26,7,1914,11,11,1918,0,0,0,-9,6,-9,20,5,0,"4.01"
257,-9,"RUM",360,27,8,1916,9,12,1917,0,0,0,-9,6,-9,20,5,0,"4.01"
257,-9,"TUR",640,2,9,1914,11,11,1918,1,0,0,-9,6,-9,20,5,0,"4.01"
257,-9,"FRN",220,25,7,1914,11,11,1918,0,0,0,-9,6,-9,20,5,0,"4.01"
257,-9,"AUH",300,23,7,1914,3,11,1918,1,1,2,-9,6,-9,20,5,1,"4.01"
257,-9,"BEL",211,2,8,1914,11,11,1918,0,0,0,-9,6,-9,20,5,0,"4.01"
257,-9,"USR",365,25,7,1914,15,12,1917,0,0,0,-9,6,-9,20,5,0,"4.01"
257,-9,"BUL",355,14,10,1915,29,9,1918,1,0,0,-9,6,-9,20,5,0,"4.01"
257,-9,"GMY",255,25,7,1914,11,11,1918,1,0,0,-9,6,-9,20,5,0,"4.01"
257,-9,"GRC",350,29,6,1917,11,11,1918,0,0,0,-9,6,-9,20,5,0,"4.01"
257,-9,"ITA",325,23,5,1915,11,11,1918,0,0,0,-9,6,-9,20,5,0,"4.01"
257,-9,"YUG",345,23,7,1914,11,11,1918,0,0,0,-9,6,-9,20,5,1,"4.01"
257,-9,"POR",235,10,3,1916,11,11,1918,0,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"USR",365,17,9,1939,29,9,1939,0,0,0,-9,4,-9,20,5,0,"4.01"
258,-9,"SPN",230,-9,8,1941,-9,1,1944,0,0,0,-9,5,-9,16,4,0,"4.01"
258,-9,"ITA",325,18,10,1943,7,5,1945,1,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"BEL",211,25,8,1939,28,5,1940,1,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"BUL",355,6,9,1944,7,5,1945,1,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"ITA",325,10,6,1940,2,9,1943,0,1,1,-9,6,-9,20,5,0,"4.01"
258,-9,"RUM",360,9,9,1944,7,5,1945,1,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"NTH",210,10,5,1940,14,5,1940,1,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"YUG",345,6,4,1941,17,4,1941,1,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"CHN",710,7,12,1941,14,8,1945,1,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"BRA",140,6,7,1944,7,5,1945,1,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"USR",365,22,6,1941,14,8,1945,1,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"USA",2,7,12,1941,14,8,1945,1,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"ETH",530,24,1,1941,3,7,1941,1,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"BUL",355,13,12,1941,26,8,1944,0,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"CAN",20,10,9,1939,14,8,1945,1,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"SAF",560,6,9,1939,14,8,1945,1,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"FRN",220,23,10,1944,14,8,1945,1,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"AUL",900,3,9,1939,14,8,1945,1,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"FRN",220,31,3,1939,22,6,1940,1,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"UKG",200,31,3,1939,14,8,1945,1,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"GMY",255,25,3,1939,7,5,1945,0,1,1,-9,6,-9,20,5,1,"4.01"
258,-9,"POL",290,25,3,1939,27,9,1939,1,0,0,-9,6,-9,20,5,1,"4.01"
258,-9,"NEW",920,3,9,1939,14,8,1945,1,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"GRC",350,25,10,1940,23,4,1941,1,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"MON",712,10,8,1945,14,8,1945,1,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"NOR",385,9,4,1940,9,6,1940,1,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"RUM",360,22,6,1941,23,8,1944,0,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"JPN",740,7,12,1941,14,8,1945,0,1,1,-9,6,-9,20,5,0,"4.01"
258,-9,"FRN",220,7,7,1940,14,7,1941,0,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"HUN",310,27,6,1941,20,1,1945,0,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"FIN",375,25,6,1941,19,9,1944,0,0,0,-9,6,-9,20,5,0,"4.01"
258,-9,"FIN",375,20,9,1944,7,5,1945,1,0,0,-9,6,-9,20,5,0,"4.01"
259,-9,"YAR",678,3,6,1956,6,9,1958,0,1,1,-9,-9,-9,17,4,1,"4.01"
259,-9,"UKG",200,3,6,1956,6,9,1958,1,0,0,-9,-9,-9,17,4,1,"4.01"
260,-9,"CHN",710,2,9,1914,25,5,1915,0,0,0,-9,0,0,0,1,1,"4.01"
260,-9,"JPN",740,2,9,1914,25,5,1915,1,1,1,-9,0,0,14,4,1,"4.01"
261,-9,"BAD",267,11,5,1866,26,7,1866,1,0,0,-9,2,-9,20,5,0,"4.01"
261,-9,"HSE",273,11,5,1866,26,7,1866,1,0,0,-9,2,-9,20,5,0,"4.01"
261,-9,"HSG",275,11,5,1866,26,7,1866,1,0,0,-9,2,-9,20,5,0,"4.01"
261,-9,"ITA",325,25,3,1866,26,7,1866,0,0,0,-9,2,-9,20,5,0,"4.01"
261,-9,"MEC",280,20,6,1866,26,7,1866,0,0,0,-9,2,-9,20,5,0,"4.01"
261,-9,"WRT",271,11,5,1866,26,7,1866,1,0,0,-9,2,-9,20,5,0,"4.01"
261,-9,"BAV",245,31,3,1866,26,7,1866,1,0,0,-9,4,-9,20,5,0,"4.01"
261,-9,"HAN",240,5,5,1866,26,7,1866,1,0,0,-9,4,-9,20,5,0,"4.01"
261,-9,"SAX",269,19,3,1866,26,7,1866,1,0,0,-9,5,-9,20,5,0,"4.01"
261,-9,"GMY",255,3,4,1865,26,7,1866,0,1,1,-9,6,-9,20,5,1,"4.01"
261,-9,"AUH",300,3,4,1865,26,7,1866,1,0,0,-9,6,-9,20,5,1,"4.01"
262,-9,"USR",365,5,9,1944,8,9,1944,1,1,2,0,0,0,18,4,1,"4.01"
262,-9,"BUL",355,5,9,1944,8,9,1944,0,0,0,0,0,0,0,1,1,"4.01"
266,-9,"FRN",220,31,5,1957,17,6,1958,1,1,2,-9,0,0,17,4,1,"4.01"
266,-9,"TUN",616,31,5,1957,17,6,1958,0,0,0,-9,0,0,17,4,1,"4.01"
301,-9,"FRN",220,-9,11,1835,15,2,1836,1,0,0,-9,0,0,7,3,1,"4.01"
301,-9,"USA",2,-9,11,1835,15,2,1836,0,1,2,-9,0,0,8,3,1,"4.01"
